,Unnamed: 0,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
374,375,375,a,c,15710,2,2013,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
375,376,376,a,a,160,8,2012,0,,,
376,377,377,a,c,100,6,2010,1,18.0,2010.0,"Feb,May,Aug,Nov"
377,378,378,a,c,2140,8,2012,0,,,
378,379,379,d,a,6630,7,2009,0,,,
379,380,380,a,a,2240,5,2013,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
380,381,381,a,a,1800,11,2006,1,5.0,2013.0,"Feb,May,Aug,Nov"
381,382,382,c,c,26130,11,2002,0,,,
382,383,383,a,c,350,7,2008,0,,,
383,384,384,a,c,130,7,2009,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
384,385,385,d,a,4580,9,2007,0,,,
385,386,386,d,c,1460,4,2014,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
386,387,387,c,a,210,7,2008,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
387,388,388,a,a,2260,7,2008,0,,,
388,389,389,a,c,6690,8,2011,0,,,
389,390,390,a,c,1600,4,2009,0,,,
390,391,391,a,a,460,11,2014,1,31.0,2013.0,"Feb,May,Aug,Nov"
391,392,392,a,a,2120,7,2008,0,,,
392,393,393,d,c,4820,3,2008,0,,,
393,394,394,d,a,10850,7,2009,0,,,
394,395,395,a,a,3620,2,2013,0,,,
395,396,396,a,c,23130,6,2010,0,,,
396,397,397,a,c,130,8,2008,1,27.0,2013.0,"Feb,May,Aug,Nov"
397,398,398,c,c,1540,8,2010,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
398,399,399,a,a,5360,9,2012,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
399,400,400,a,a,70,11,2004,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
400,401,401,a,c,9200,10,2009,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
401,402,402,c,c,5830,9,2011,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
402,403,403,a,a,4970,7,2015,0,,,
403,404,404,a,c,1420,8,2009,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
404,405,405,a,a,1080,4,2008,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
405,406,406,d,c,8240,3,2001,1,10.0,2013.0,"Feb,May,Aug,Nov"
406,407,407,a,a,5890,10,2003,1,14.0,2011.0,"Feb,May,Aug,Nov"
407,408,408,c,a,1560,6,2007,1,45.0,2009.0,"Feb,May,Aug,Nov"
408,409,409,d,c,840,8,2010,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
409,410,410,c,a,40,11,2011,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
410,411,411,d,c,8460,7,2009,0,,,
411,412,412,d,c,4460,6,2007,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
412,413,413,a,c,760,9,2014,0,,,
413,414,414,d,c,6210,8,2010,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
414,415,415,d,c,6910,4,2005,0,,,
415,416,416,a,c,4650,6,2014,0,,,
416,417,417,a,c,840,8,2009,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
417,418,418,a,a,1060,5,2009,1,27.0,2011.0,"Feb,May,Aug,Nov"
418,419,419,c,a,1620,9,2009,0,,,
419,420,420,d,c,250,7,2008,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
420,421,421,c,c,3530,6,2012,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
421,422,422,a,c,2880,7,2008,0,,,
422,423,423,b,a,1270,5,2014,0,,,
423,424,424,d,c,1250,7,2007,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
424,425,425,d,c,1460,7,2008,0,,,
425,426,426,a,a,250,7,2008,0,,,
426,427,427,a,c,70,7,2005,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
427,428,428,d,a,2960,12,2014,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
428,429,429,d,c,16350,7,2005,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
429,430,430,d,c,12870,10,2008,0,,,
430,431,431,d,c,4520,7,2009,0,,,
431,432,432,a,a,810,5,2013,0,,,
432,433,433,a,c,30030,11,2010,0,,,
433,434,434,a,a,13020,8,2003,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
434,435,435,a,a,910,7,2008,0,,,
435,436,436,d,a,2300,7,2008,0,,,
436,437,437,c,c,430,6,2007,1,50.0,2010.0,"Jan,Apr,Jul,Oct"
437,438,438,d,c,1110,7,2007,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
438,439,439,a,a,1350,9,2009,0,,,
439,440,440,d,a,3900,4,2005,1,45.0,2009.0,"Feb,May,Aug,Nov"
440,441,441,d,a,2530,7,2008,0,,,
441,442,442,c,a,500,6,2007,1,45.0,2009.0,"Feb,May,Aug,Nov"
442,443,443,d,a,11400,12,2005,0,,,
443,444,444,c,a,1700,11,2009,0,,,
444,445,445,a,a,240,7,2008,0,,,
445,446,446,a,a,340,10,2000,1,31.0,2013.0,"Feb,May,Aug,Nov"
446,447,447,a,c,1510,9,2013,0,,,
447,448,448,a,c,3970,9,2009,0,,,
448,449,449,a,c,120,12,2014,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
449,450,450,c,a,5780,11,1994,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
450,451,451,a,a,2460,4,2009,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
451,452,452,a,c,1850,8,2013,1,5.0,2011.0,"Feb,May,Aug,Nov"
452,453,453,a,c,75860,4,2014,0,,,
453,454,454,a,a,26450,6,2010,0,,,
454,455,455,d,c,7660,9,2010,0,,,
455,456,456,a,c,140,7,2008,0,,,
456,457,457,d,c,13140,7,2009,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
457,458,458,c,a,3390,7,2008,0,,,
458,459,459,a,a,250,9,2008,1,5.0,2013.0,"Feb,May,Aug,Nov"
459,460,460,a,a,34050,4,2008,0,,,
460,461,461,d,c,1790,7,2013,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
461,462,462,a,a,44320,8,2008,0,,,
462,463,463,a,a,4160,7,2009,0,,,
463,464,464,c,a,520,3,2009,0,,,
464,465,465,d,c,10890,4,2005,0,,,
465,466,466,a,c,3110,3,2003,0,,,
466,467,467,a,c,20390,4,2008,0,,,
467,468,468,c,c,5260,9,2012,0,,,
468,469,469,c,c,710,9,2005,0,,,
469,470,470,a,c,50,7,2008,0,,,
470,471,471,d,a,5300,6,2007,1,45.0,2009.0,"Feb,May,Aug,Nov"
471,472,472,c,c,5030,8,2011,0,,,
472,473,473,a,a,50,7,2008,0,,,
473,474,474,c,a,14810,7,2010,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
474,475,475,a,a,140,9,2005,0,,,
475,476,476,d,a,8300,9,2006,0,,,
476,477,477,d,a,770,7,2010,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
477,478,478,d,c,1940,3,2012,0,,,
478,479,479,a,a,320,12,2005,1,9.0,2011.0,"Feb,May,Aug,Nov"
479,480,480,a,a,300,11,2012,0,,,
480,481,481,c,c,7470,7,2008,1,44.0,2012.0,"Feb,May,Aug,Nov"
481,482,482,c,a,2550,10,2005,0,,,
482,483,483,a,c,2310,9,2011,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
483,484,484,a,c,14300,3,2011,0,,,
484,485,485,d,c,3270,7,2009,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
485,486,486,a,a,2320,8,2008,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
486,487,487,d,c,2180,9,2012,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
487,488,488,a,c,2890,4,2014,0,,,
488,489,489,a,a,14960,11,2013,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
489,490,490,a,a,660,4,2013,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
490,491,491,d,c,4680,7,2009,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
491,492,492,a,a,1740,3,2008,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
492,493,493,d,c,1150,7,2009,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
493,494,494,b,a,1260,6,2011,0,,,
494,495,495,d,a,5470,6,2008,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
495,496,496,d,c,2780,6,2015,0,,,
496,497,497,a,c,1610,7,2008,0,,,
497,498,498,a,a,990,8,2007,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
498,499,499,c,c,450,8,2009,1,5.0,2013.0,"Feb,May,Aug,Nov"
499,500,500,d,c,10690,9,2007,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
500,501,501,a,c,1620,9,2006,0,,,
501,502,502,a,a,220,2,2002,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
502,503,503,d,c,13080,9,2006,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
503,504,504,c,c,820,7,2008,0,,,
504,505,505,a,a,350,8,2009,1,5.0,2013.0,"Feb,May,Aug,Nov"
505,506,506,a,a,1850,12,2014,1,18.0,2011.0,"Feb,May,Aug,Nov"
506,507,507,a,c,9070,4,2011,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
507,508,508,a,c,1280,7,2007,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
508,509,509,a,a,4740,7,2008,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
509,510,510,a,c,8260,7,2009,0,,,
510,511,511,a,a,2060,9,2009,0,,,
511,512,512,b,b,590,8,2009,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
512,513,513,a,a,400,8,2013,0,,,
513,514,514,c,c,1200,7,2012,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
514,515,515,d,c,11260,7,2010,1,9.0,2011.0,"Feb,May,Aug,Nov"
515,516,516,a,c,20,6,2007,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
516,517,517,a,c,22490,6,2010,0,,,
517,518,518,d,c,3330,3,2015,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
518,519,519,c,c,2510,8,2009,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
519,520,520,a,c,6900,7,2008,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
520,521,521,d,a,18610,11,2002,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
521,522,522,d,c,7160,11,2012,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
522,523,523,c,c,50,11,2013,0,,,
523,524,524,a,c,40860,9,2013,0,,,
524,525,525,d,c,1870,9,2013,0,,,
525,526,526,a,a,120,6,2007,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
526,527,527,d,c,5830,4,2008,0,,,
527,528,528,a,c,20620,5,2009,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
528,529,529,d,c,12920,9,2012,0,,,
529,530,530,a,c,18160,7,2010,0,,,
530,531,531,a,c,4030,7,2009,0,,,
531,532,532,a,c,1070,8,2010,0,,,
532,533,533,a,c,5950,7,2009,0,,,
533,534,534,d,a,1200,9,2009,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
534,535,535,a,a,3570,4,2007,0,,,
535,536,536,a,c,4700,9,2002,1,31.0,2013.0,"Feb,May,Aug,Nov"
536,537,537,a,a,600,5,2002,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
537,538,538,a,a,990,2,2010,0,,,
538,539,539,a,a,770,5,2013,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
539,540,540,d,c,810,7,2007,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
540,541,541,a,c,650,7,1990,0,,,
541,542,542,a,a,7280,9,2012,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
542,543,543,c,a,1080,12,2012,0,,,
543,544,544,a,a,250,12,2001,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
544,545,545,a,c,5020,5,2006,1,18.0,2014.0,"Feb,May,Aug,Nov"
545,546,546,a,a,580,1,2005,0,,,
546,547,547,d,c,8990,11,2009,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
547,548,548,d,c,3760,2,2009,0,,,
548,549,549,a,c,2330,7,2008,0,,,
549,550,550,d,c,50,6,2015,0,,,
550,551,551,a,c,2190,9,2013,0,,,
551,552,552,a,a,4260,7,2008,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
552,553,553,c,a,3040,9,2002,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
553,554,554,c,c,1200,7,2008,0,,,
554,555,555,d,a,1560,1,2014,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
555,556,556,d,c,1140,11,2014,0,,,
556,557,557,a,a,250,7,2008,0,,,
557,558,558,a,a,3000,2,2010,0,,,
558,559,559,d,a,3910,11,2006,1,5.0,2013.0,"Feb,May,Aug,Nov"
559,560,560,c,c,1910,7,2013,0,,,
560,561,561,d,a,14300,7,2009,0,,,
561,562,562,b,c,1210,7,2008,0,,,
562,563,563,a,a,700,3,2015,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
563,564,564,d,c,6540,8,2009,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
564,565,565,a,c,160,7,2007,0,,,
565,566,566,a,a,3620,7,2008,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
566,567,567,c,a,1010,9,2012,1,18.0,2011.0,"Feb,May,Aug,Nov"
567,568,568,d,c,4270,8,2010,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
568,569,569,a,a,1340,9,2006,0,,,
569,570,570,a,a,180,11,2006,0,,,
570,571,571,d,a,2110,11,1995,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
571,572,572,d,c,9230,4,2004,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
572,573,573,a,a,1190,11,2012,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
573,574,574,d,a,4400,7,2009,0,,,
574,575,575,a,a,960,5,2008,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
575,576,576,c,a,50,11,2006,0,,,
576,577,577,a,c,2270,7,2008,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
577,578,578,d,a,12700,4,2013,0,,,
578,579,579,c,a,20970,11,2012,0,,,
579,580,580,a,c,170,2,2009,0,,,
580,581,581,a,a,7250,12,2013,0,,,
581,582,582,a,a,120,7,2008,0,,,
582,583,583,a,a,2640,11,2002,0,,,
583,584,584,d,a,1360,6,2008,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
584,585,585,d,c,440,4,2014,0,,,
585,586,586,a,c,250,10,2008,0,,,
586,587,587,d,c,330,9,2006,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
587,588,588,d,c,15720,3,2010,0,,,
588,589,589,a,c,360,8,2009,1,18.0,2013.0,"Feb,May,Aug,Nov"
589,590,590,d,c,4520,9,2010,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
590,591,591,a,c,3340,7,2009,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
591,592,592,a,a,2540,6,2005,0,,,
592,593,593,a,c,33060,3,2010,0,,,
593,594,594,a,a,1790,10,2011,0,,,
594,595,595,c,c,1130,6,2015,0,,,
595,596,596,c,a,290,9,2006,0,,,
596,597,597,a,a,150,9,2008,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
597,598,598,c,a,550,12,2013,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
598,599,599,d,c,580,11,2014,0,,,
599,600,600,d,c,17340,6,2010,1,9.0,2011.0,"Feb,May,Aug,Nov"
600,601,601,d,a,8220,4,2014,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
601,602,602,a,a,2710,7,2001,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
602,603,603,a,a,340,4,2007,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
603,604,604,d,a,10950,3,2014,0,,,
604,605,605,d,a,10310,4,2003,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
605,606,606,a,a,2260,11,2007,0,,,
606,607,607,a,a,350,8,1999,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
607,608,608,a,c,18370,2,2013,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
608,609,609,a,a,2070,9,2007,0,,,
609,610,610,a,a,660,1,2007,0,,,
610,611,611,a,a,8080,12,2002,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
611,612,612,d,c,2490,11,2012,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
612,613,613,c,a,250,6,2007,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
613,614,614,a,a,1160,12,2012,0,,,
614,615,615,d,a,730,8,2007,0,,,
615,616,616,a,c,3040,8,2011,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
616,617,617,a,c,8940,7,2010,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
617,618,618,d,c,9910,7,2009,0,,,
618,619,619,a,a,1600,6,2006,1,45.0,2009.0,"Feb,May,Aug,Nov"
619,620,620,d,c,5440,8,2008,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
620,621,621,a,a,30,7,2002,0,,,
621,622,622,a,c,5404,7,2009,0,,,
622,623,623,a,a,4080,3,2011,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
623,624,624,a,c,6920,9,2011,0,,,
624,625,625,a,a,1170,4,2011,1,22.0,2012.0,"Feb,May,Aug,Nov"
625,626,626,c,c,10740,11,2013,0,,,
626,627,627,c,c,3970,3,2010,0,,,
627,628,628,a,c,2180,7,2008,0,,,
628,629,629,d,a,510,7,2014,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
629,630,630,a,a,1690,4,2015,0,,,
630,631,631,d,c,2870,7,2008,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
631,632,632,a,a,3350,2,2010,0,,,
632,633,633,d,a,11640,4,2005,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
633,634,634,d,a,18610,7,2010,0,,,
634,635,635,a,a,27530,4,2014,0,,,
635,636,636,c,a,720,10,2004,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
636,637,637,d,c,9790,6,2008,1,31.0,2009.0,"Feb,May,Aug,Nov"
637,638,638,d,a,10170,11,2001,0,,,
638,639,639,a,a,7780,11,2006,0,,,
639,640,640,d,c,8040,7,2009,0,,,
640,641,641,a,c,610,12,2003,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
641,642,642,c,c,530,4,2005,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
642,643,643,a,a,230,6,2010,1,18.0,2010.0,"Feb,May,Aug,Nov"
643,644,644,c,a,4030,12,2004,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
644,645,645,a,a,90,6,2007,1,45.0,2009.0,"Feb,May,Aug,Nov"
645,646,646,a,a,620,9,2014,0,,,
646,647,647,a,c,7420,4,2013,0,,,
647,648,648,d,a,2130,12,2008,0,,,
648,649,649,a,a,14570,11,2002,0,,,
649,650,650,a,a,1420,10,2012,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
650,651,651,a,a,200,7,2008,0,,,
651,652,652,a,a,20390,7,2010,0,,,
652,653,653,d,c,7520,7,2014,1,45.0,2009.0,"Feb,May,Aug,Nov"
653,654,654,c,a,6930,9,2006,0,,,
654,655,655,d,c,960,11,2012,1,5.0,2013.0,"Feb,May,Aug,Nov"
655,656,656,d,a,410,4,2009,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
656,657,657,c,c,80,1,2006,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
657,658,658,d,c,520,6,2007,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
658,659,659,d,a,1590,3,2012,0,,,
659,660,660,a,a,1200,11,2006,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
660,661,661,d,c,2140,7,2013,0,,,
661,662,662,d,a,1070,7,2008,0,,,
662,663,663,a,c,7860,5,2005,0,,,
663,664,664,d,c,1680,10,2005,0,,,
664,665,665,a,a,90,12,2012,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
665,666,666,c,c,2700,7,2009,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
666,667,667,d,c,2870,9,2012,0,,,
667,668,668,c,a,1270,9,2010,0,,,
668,669,669,d,a,17080,7,2012,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
669,670,670,a,a,2060,6,2007,1,45.0,2009.0,"Feb,May,Aug,Nov"
670,671,671,a,c,2070,2,2008,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
671,672,672,c,a,240,9,2002,0,,,
672,673,673,d,c,15170,8,2011,1,5.0,2013.0,"Feb,May,Aug,Nov"
673,674,674,a,a,2640,12,2005,1,31.0,2013.0,"Feb,May,Aug,Nov"
674,675,675,a,a,2100,8,2013,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
675,676,676,b,b,1410,9,2008,0,,,
676,677,677,d,a,1740,6,2014,1,45.0,2009.0,"Feb,May,Aug,Nov"
677,678,678,c,a,3250,7,2007,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
678,679,679,a,a,4140,9,2012,0,,,
679,680,680,c,a,170,7,2008,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
680,681,681,a,c,620,9,2010,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
681,682,682,b,a,150,9,2006,0,,,
682,683,683,a,a,2850,7,2014,0,,,
683,684,684,d,c,680,7,2008,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
684,685,685,a,a,650,11,2013,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
685,686,686,a,a,20050,4,2002,0,,,
686,687,687,d,c,2770,7,2008,0,,,
687,688,688,a,a,18760,8,2015,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
688,689,689,d,a,15040,10,2004,0,,,
689,690,690,a,a,100,7,2008,0,,,
690,691,691,d,c,3030,6,2007,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
691,692,692,a,a,40,8,2001,0,,,
692,693,693,d,a,450,7,2007,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
693,694,694,a,c,460,11,2012,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
694,695,695,a,a,550,7,2011,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
695,696,696,a,c,430,7,2008,0,,,
696,697,697,d,a,3780,7,2007,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
697,698,698,a,a,1790,5,2011,0,,,
698,699,699,a,a,180,8,2009,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
699,700,700,a,c,830,8,2008,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
700,701,701,d,a,1450,3,2012,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
701,702,702,a,a,8550,9,2001,1,45.0,2009.0,"Feb,May,Aug,Nov"
702,703,703,a,a,80,6,2005,0,,,
703,704,704,d,c,1910,4,2009,0,,,
704,705,705,a,a,4140,9,2012,1,18.0,2011.0,"Feb,May,Aug,Nov"
705,706,706,d,a,7830,9,2014,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
706,707,707,a,c,2900,7,1990,0,,,
707,708,708,c,c,11470,10,2009,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
708,709,709,a,a,500,12,2010,0,,,
709,710,710,d,a,1500,9,2008,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
710,711,711,d,a,17110,3,2007,1,5.0,2010.0,"Jan,Apr,Jul,Oct"
711,712,712,a,a,4870,9,2007,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
712,713,713,a,c,220,8,2009,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
713,714,714,d,c,12070,10,2005,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
714,715,715,a,a,14810,6,2014,0,,,
715,716,716,d,a,3200,1,2008,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
716,717,717,d,c,310,7,2007,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
717,718,718,a,a,1100,6,2015,0,,,
718,719,719,c,c,8190,6,2007,1,45.0,2009.0,"Feb,May,Aug,Nov"
719,720,720,a,c,15320,3,2011,1,14.0,2013.0,"Feb,May,Aug,Nov"
720,721,721,a,c,3590,9,2012,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
721,722,722,a,a,50,7,2008,0,,,
722,723,723,d,c,5650,9,2008,1,5.0,2013.0,"Feb,May,Aug,Nov"
723,724,724,d,c,5900,7,2009,0,,,
724,725,725,d,c,17540,6,2012,0,,,
725,726,726,a,c,40540,2,2002,0,,,
726,727,727,a,a,2050,3,2007,0,,,
727,728,728,d,a,13990,7,2010,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
728,729,729,c,c,8980,6,2011,0,,,
729,730,730,c,a,1190,9,2013,0,,,
730,731,731,a,a,15270,8,2010,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
731,732,732,a,c,35280,6,2011,0,,,
732,733,733,b,b,860,10,1999,0,,,
733,734,734,a,a,220,7,2008,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
734,735,735,d,c,1920,4,2005,0,,,
735,736,736,c,c,1650,7,2009,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
736,737,737,a,a,100,5,2007,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
737,738,738,d,c,5980,10,2005,0,,,
738,739,739,d,c,2770,6,2008,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
739,740,740,d,a,6400,3,2014,0,,,
740,741,741,d,c,11900,7,2009,0,,,
741,742,742,d,c,4380,7,2009,0,,,
742,743,743,a,a,6710,11,2003,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
743,744,744,a,a,1370,12,2011,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
744,745,745,a,a,17650,11,2013,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
745,746,746,d,c,4330,2,2011,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
746,747,747,c,c,45740,8,2008,0,,,
